market,Corp Code,Category,Corp Name,URL,,
 東証一部 ,3201,繊維 ,日本毛織,http://www.nikke.co.jp/,,
" 東証一部,名証一部 ",3202,繊維 ,大東紡織,http://www.daitobo.co.jp/,,
 東証一部 ,3204,繊維 ,トーア紡コーポレーション,http://www.toabo.co.jp/,,
" 東証一部,名証一部 ",3205,繊維 ,ダイドーリミテッド,http://www.daidoh-limited.com/,,
 東証二部 ,3209,卸売 ,カネヨウ,http://www.kaneyo-net.co.jp/,,
" JASDAQスタンダード,名証二部 ",3221,小売 ,ヨシックス,http://yossix.co.jp/,,
 東証一部 ,3222,小売 ,ユナイテッド・スーパーマーケット・ホールディングス,http://www.usmh.co.jp/,,
 JASDAQスタンダード ,3223,小売 ,エスエルディー,http://www.sld-inc.com/,,
 東証マザーズ ,3224,小売 ,ヒューマンウェブ,http://www.oysterbar.co.jp/,,
" 東証一部,名証一部 ",3228,不動産 ,三栄建築設計,http://www.san-a.com/,,
 東証二部 ,3230,不動産 ,スター・マイカ,http://www.starmica.co.jp/,,
 東証一部 ,3231,不動産 ,野村不動産ホールディングス,http://www.nomura-re-hd.co.jp/,,
 名証一部 ,3232,不動産 ,三重交通グループホールディングス,http://holdings.sanco.co.jp/,,
 JASDAQスタンダード ,3236,不動産 ,プロパスト,http://www.properst.co.jp/,,
 東証マザーズ ,3237,不動産 ,イントランス,http://www.intrance.jp/,,
 東証二部 ,3238,不動産 ,セントラル総合開発,http://www.central-gd.co.jp/,,
 JASDAQスタンダード ,3241,不動産 ,ウィル,http://www.wills.co.jp/,,
 JASDAQスタンダード ,3242,不動産 ,アーバネットコーポレーション,http://www.urbanet.jp/,,
 東証二部 ,3244,不動産 ,サムティ,http://www.samty.co.jp/,,
 東証一部 ,3245,不動産 ,ディア・ライフ,http://www.dear-life.co.jp/,,
" JASDAQスタンダード,福証 ",3246,不動産 ,コーセーアールイー,http://www.kose-re.jp/,,
 東証マザーズ ,3248,不動産 ,アールエイジ,http://www.early-age.co.jp/,,
 東証一部 ,3250,不動産 ,エー・ディー・ワークス,https://www.re-adworks.com/,,
 東証マザーズ ,3251,不動産 ,駐車場綜合研究所,http://www.pmo.co.jp/,,
" 東証一部,名証一部 ",3252,不動産 ,日本商業開発,http://www.ncd-jp.com/,,
 東証一部 ,3254,不動産 ,プレサンスコーポレーション,http://www.pressance.co.jp/,,
 東証一部 ,3258,不動産 ,ユニゾホールディングス,http://www.jowa-hd.co.jp/,,
 セントレックス ,3260,不動産 ,エスポア,http://www.es-poir.co.jp/,,
" 東証マザーズ,Q-Board ",3261,不動産 ,グランディーズ,http://www.grandes.jp/,,
 JASDAQスタンダード ,3264,不動産 ,アスコット,http://www.ascotcorp.co.jp/,,
 JASDAQスタンダード ,3266,不動産 ,ファンドクリエーショングループ,http://www.fc-group.co.jp/,,
 東証二部 ,3271,不動産 ,ＴＨＥグローバル社,http://www.the-g.co.jp/,,
 JASDAQスタンダード ,3275,不動産 ,ハウスコム,http://www.housecom.co.jp/,,
 東証一部 ,3276,不動産 ,日本管理センター,http://www.jpmc.jp/,,
 東証一部 ,3277,不動産 ,サンセイランディック,http://www.sansei-l.co.jp/,,
 東証一部 ,3280,不動産 ,エストラスト,http://www.strust.co.jp/,,
 東証一部 ,3284,不動産 ,フージャースホールディングス,http://www.hoosiers.co.jp/,,
" 東証マザーズ,Q-Board ",3286,不動産 ,トラストホールディングス,http://www.trust-hd.co.jp/,,
 東証一部 ,3288,不動産 ,オープンハウス,http://oh.openhouse-group.com/,,
 東証一部 ,3289,不動産 ,東急不動産ホールディングス,http://www.tokyu-fudosan-hd.co.jp/index.html,,
 東証一部 ,3291,不動産 ,飯田グループホールディングス,http://www.ighd.co.jp/,,
 JASDAQスタンダード ,3293,不動産 ,アズマハウス,http://azumahouse.com/,,
 東証二部 ,3294,不動産 ,イーグランド,http://www.e-grand.co.jp/,,
" JASDAQスタンダード,Q-Board ",3297,不動産 ,東武住販,https://www.toubujyuhan.jp/,,
 東証マザーズ ,3299,不動産 ,ムゲンエステート,http://www.mugen-estate.co.jp/,,
 東証マザーズ ,3300,不動産 ,ＡＭＢＩＴＩＯＮ,http://www.am-bition.jp/,,
 東証一部 ,3302,繊維 ,帝国繊維,http://www.teisen.co.jp/,,
 東証二部 ,3306,卸売 ,日本製麻,http://www.nihonseima.co.jp/,,
 東証一部 ,3313,小売 ,ブックオフコーポレーション,http://www.bookoff.co.jp/,,
 東証一部 ,3315,石油・石炭製品 ,日本コークス工業,http://www.n-coke.com/,,
 JASDAQスタンダード ,3316,卸売 ,東京日産コンピュータシステム,http://www.tcs-net.co.jp/,,
 JASDAQスタンダード ,3317,小売 ,フライングガーデン,http://www.fgarden.co.jp/,,
 JASDAQスタンダード ,3318,小売 ,メガネスーパー,http://www.meganesuper.co.jp/,,
 東証一部 ,3319,小売 ,ゴルフダイジェスト・オンライン,http://www.golfdigest.co.jp/,,
" 東証二部,名証二部 ",3320,卸売 ,クロスプラス,http://www.crossplus.co.jp/,,
" 東証一部,名証一部 ",3321,卸売 ,ミタチ産業,http://www.mitachi.co.jp/,,
 JASDAQスタンダード ,3322,卸売 ,アルファグループ,http://www.alpha-grp.co.jp/,,
 JASDAQスタンダード ,3323,卸売 ,レカム,http://www.recomm.co.jp/,,
 東証マザーズ ,3325,小売 ,ケンコーコム,http://www.kenko.com/,,
 JASDAQスタンダード ,3326,サービス ,ランシステム,http://www.runsystem.co.jp/,,
 東証マザーズ ,3328,小売 ,ＢＥＥＮＯＳ,http://beenos.com/,,
 JASDAQスタンダード ,3329,小売 ,東和フードサービス,http://www.towafood-net.co.jp/,,
 JASDAQスタンダード ,3331,小売 ,雑貨屋ブルドッグ,http://www.z-bulldog.co.jp/,,
 東証一部 ,3333,小売 ,あさひ,http://www.cb-asahi.co.jp/,,
 東証一部 ,3341,小売 ,日本調剤,http://www.nicho.co.jp/,,
 JASDAQスタンダード ,3344,小売 ,ワンダーコーポレーション,http://www.wonder.co.jp/,,
 セントレックス ,3346,小売 ,２１ＬＡＤＹ,http://www.21lady.com/,,
 東証二部 ,3347,小売 ,トラスト,http://www.trust-ltd.co.jp/,,
 東証一部 ,3349,小売 ,コスモス薬品,http://www.cosmospc.co.jp/,,
 JASDAQスタンダード ,3350,卸売 ,レッド・プラネット・ジャパン,http://www.redplanetjapan.com/jp/welcome,,
 JASDAQスタンダード ,3352,小売 ,バッファロー,http://www.buffalo.co.jp/,,
 JASDAQスタンダード ,3353,小売 ,メディカル一光,http://www.m-ikkou.co.jp/,,
 東証二部 ,3355,卸売 ,クリヤマホールディングス,http://www.kuriyama-holdings.com/,,
 JASDAQスタンダード ,3356,卸売 ,テリロジー,http://www.terilogy.com/,,
 JASDAQスタンダード ,3358,小売 ,ワイエスフード,http://ys-food.jp/,,
" 東証マザーズ,Q-Board ",3359,卸売 ,タイセイ,http://www.taisei-wellnet.co.jp/,,
 東証一部 ,3360,卸売 ,シップヘルスケアホールディングス,http://www.shiphd.co.jp/,,
 東証二部 ,3361,小売 ,トーエル,http://www.toell.co.jp/,,
 東証一部 ,3366,小売 ,一六堂,http://www.ichirokudo.com/,,
 JASDAQスタンダード ,3370,小売 ,フジタコーポレーション,http://www.fujitacorp.co.jp/main/,,
 東証一部 ,3371,情報・通信 ,ソフトクリエイトホールディングス,http://www.softcreate.co.jp/,,
 東証マザーズ ,3372,小売 ,関門海,http://www.kanmonkai.co.jp/,,
 JASDAQスタンダード ,3374,卸売 ,内外テック,http://www.naigaitec.co.jp/,,
 JASDAQスタンダード ,3375,小売 ,ＺＯＡ,http://www.zoa.co.jp/,,
 東証二部 ,3376,小売 ,オンリー,http://only.co.jp/,,
 東証二部 ,3377,卸売 ,バイク王＆カンパニー,http://www.8190.co.jp/,,
 東証一部 ,3382,小売 ,セブン＆アイ・ホールディングス,http://www.7andi.com/,,
 セントレックス ,3384,卸売 ,アークコア,http://www.arkcore.co.jp/,,
 東証一部 ,3385,小売 ,薬王堂,http://www.yakuodo.co.jp/,,
 JASDAQスタンダード ,3386,卸売 ,コスモ・バイオ,http://www.cosmobio.co.jp/,,
 東証一部 ,3387,小売 ,クリエイト・レストランツ・ホールディングス,http://www.createrestaurants.com/,,
 東証一部 ,3388,卸売 ,明治電機工業,http://www.meijidenki.co.jp/,,
 JASDAQスタンダード ,3390,卸売 ,ユニバーサルソリューションシステムズ,http://www.u-s-systems.co.jp/,,
 東証一部 ,3391,小売 ,ツルハホールディングス,http://www.tsuruha-hd.co.jp/,,
 東証一部 ,3392,卸売 ,デリカフーズ,http://www.delica.co.jp/,,
 東証一部 ,3393,卸売 ,スターティア,http://www.startia.co.jp/,,
 東証マザーズ ,3394,卸売 ,ネットワークバリューコンポネンツ,http://www.nvc.co.jp/,,
 東証一部 ,3395,小売 ,サンマルクホールディングス,http://www.saint-marc-hd.com/,,
 東証一部 ,3396,小売 ,フェリシモ,https://www.felissimo.co.jp/,,
 東証一部 ,3397,小売 ,トリドール,http://www.toridoll.com/,,
 東証一部 ,3398,小売 ,クスリのアオキ,http://www.kusuri-aoki.co.jp/,,
 JASDAQスタンダード ,3399,小売 ,丸千代山岡家,http://www.yamaokaya.com/,,
 東証一部 ,3401,繊維 ,帝人,http://www.teijin.co.jp/,,
 東証一部 ,3402,繊維 ,東レ,http://www.toray.co.jp/,,
 東証一部 ,3405,化学 ,クラレ,http://www.kuraray.co.jp/,,
 東証一部 ,3407,化学 ,旭化成,http://www.asahi-kasei.co.jp/,,
 東証一部 ,3408,繊維 ,サカイオーベックス,http://www.sakaiovex.co.jp/,,
 東証二部 ,3409,繊維 ,北日本紡績,http://www.ktbo.co.jp/,,
 東証マザーズ ,3415,小売 ,ＳＴＵＤＩＯＵＳ,http://www.studious.co.jp/,,
 東証マザーズ ,3416,小売 ,ピクスタ,https://pixta.co.jp/,,
 JASDAQスタンダード ,3417,卸売 ,大木ヘルスケアホールディングス,http://www.ohki-net.co.jp/,,
 東証マザーズ ,3418,小売 ,バルニバービ,http://www.balnibarbi.com/,,
 東証二部 ,3420,金属製品 ,ケー・エフ・シー,http://www.kfc-net.co.jp/,,
 東証一部 ,3421,金属製品 ,稲葉製作所,http://www.inaba-ss.co.jp/,,
 名証二部 ,3422,金属製品 ,丸順,http://www.marujun.co.jp/,,
 JASDAQスタンダード ,3423,金属製品 ,エスイー,http://www.se-corp.com/,,
 JASDAQスタンダード ,3424,金属製品 ,ミヤコ,http://www.miyako-inc.jp/,,
 JASDAQスタンダード ,3426,金属製品 ,アトムリビンテック,http://www.atomlt.com/,,
 東証一部 ,3431,金属製品 ,宮地エンジニアリンググループ,http://www.miyaji-eng.com/,,
 東証一部 ,3433,金属製品 ,トーカロ,http://www.tocalo.co.jp/,,
 東証一部 ,3434,金属製品 ,アルファ,http://www.kk-alpha.com/,,
 東証二部 ,3435,金属製品 ,サンコーテクノ,http://www.sanko-techno.co.jp/,,
 東証一部 ,3436,金属製品 ,ＳＵＭＣＯ,http://www.sumcosi.com/,,
 JASDAQスタンダード ,3437,金属製品 ,特殊電極,http://www.tokuden.co.jp/,,
 JASDAQスタンダード ,3439,金属製品 ,三ツ知,http://www.mitsuchi.co.jp/,,
 Q-Board ,3440,金属製品 ,日創プロニティ,http://www.kakou-nisso.co.jp/,,
 JASDAQスタンダード ,3441,金属製品 ,山王,http://www.sanno.co.jp/,,
 名証二部 ,3442,金属製品 ,ＭＩＥコーポレーション,http://www.mie-corp.jp/,,
 東証一部 ,3443,金属製品 ,川田テクノロジーズ,http://www.kawada.jp/,,
 JASDAQスタンダード ,3444,金属製品 ,菊池製作所,http://www.kikuchiseisakusho.co.jp/,,
 東証マザーズ ,3445,金属製品 ,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,http://www.rs-tec.jp/,,
 東証マザーズ ,3452,不動産 ,ビーロット,http://www.b-lot.co.jp/,,
 東証マザーズ ,3454,不動産 ,ファーストブラザーズ,http://www.firstbrothers.com/,,
 東証マザーズ ,3457,不動産 ,ハウスドゥ,http://www.housedo.co.jp/,,
 東証二部 ,3458,不動産 ,シーアールイー,http://www.cre-jpn.com/,,
 東証マザーズ ,3461,不動産 ,パルマ,http://www.palma.jp/,,
 東証一部 ,3501,繊維 ,住江織物,http://www.suminoe.jp/,,
 東証一部 ,3512,繊維 ,日本フエルト,http://www.felt.co.jp/,,
 東証一部 ,3513,繊維 ,イチカワ,http://www.ik-felt.co.jp/top-j01.html,,
 東証一部 ,3514,繊維 ,日本バイリーン,http://www.vilene.co.jp/,,
 JASDAQスタンダード ,3515,繊維 ,フジコー,http://www.fujico-jp.com/,,
 東証一部 ,3521,不動産 ,エコナックホールディングス,http://www.econach.co.jp/,,
" 東証一部,名証一部 ",3524,繊維 ,日東製網,http://www.nittoseimo.co.jp/,,
 東証一部 ,3526,繊維 ,芦森工業,http://www.ashimori.co.jp/,,
 東証二部 ,3528,不動産 ,プロスペクト,http://www.prospectjapan.co.jp/,,
 東証一部 ,3529,繊維 ,アツギ,http://www.atsugi.co.jp/,,
 東証一部 ,3551,繊維 ,ダイニック,http://www.dynic.co.jp/,,
 東証一部 ,3553,化学 ,共和レザー,http://www.kyowale.co.jp/,,
 東証一部 ,3569,繊維 ,セーレン,http://www.seiren.com/,,
" 東証二部,名証二部 ",3571,繊維 ,ソトー,http://www.sotoh.co.jp/,,
" 東証一部,名証一部 ",3577,繊維 ,東海染工,http://www.tokai-senko.co.jp/,,
 東証二部 ,3578,繊維 ,倉庫精練,http://www.soko.co.jp/,,
 東証一部 ,3580,繊維 ,小松精練,http://www.komatsuseiren.co.jp/,,
 東証二部 ,3583,繊維 ,オーベクス,http://www.aubex.co.jp/,,
 東証一部 ,3591,繊維 ,ワコールホールディングス,http://www.wacoalholdings.jp/,,
 東証一部 ,3593,繊維 ,ホギメディカル,http://www.hogy.co.jp/,,
 東証二部 ,3597,繊維 ,自重堂,http://www.jichodo.co.jp/,,
 東証二部 ,3598,繊維 ,山喜,http://www.e-yamaki.co.jp/,,
 東証二部 ,3600,繊維 ,フジックス,http://www.fjx.co.jp/,,
 東証二部 ,3604,繊維 ,川本産業,http://www.kawamoto-sangyo.co.jp/,,
 東証一部 ,3606,繊維 ,レナウン,http://www.renown.com/,,
 東証一部 ,3607,繊維 ,クラウディア,http://www.kuraudia.co.jp/,,
 東証一部 ,3608,繊維 ,ＴＳＩホールディングス,http://www.tsi-holdings.com/,,
 東証マザーズ ,3622,情報・通信 ,ネットイヤーグループ,http://www.netyear.net/,,
 東証マザーズ ,3623,情報・通信 ,ビリングシステム,http://www.billingjapan.co.jp/,,
 東証マザーズ ,3624,情報・通信 ,アクセルマーク,http://www.axelmark.co.jp/,,
 JASDAQグロース ,3625,情報・通信 ,テックファーム,http://www.techfirm.co.jp/,,
 東証一部 ,3626,情報・通信 ,ＩＴホールディングス,http://www.itholdings.co.jp/,,
 東証一部 ,3627,情報・通信 ,ネオス,http://www.neoscorp.jp/,,
 東証マザーズ ,3628,情報・通信 ,データホライゾン,http://www.dhorizon.co.jp/,,
" 東証一部,名証一部 ",3630,情報・通信 ,電算システム,http://www.densan-s.co.jp/,,
 東証一部 ,3632,情報・通信 ,グリー,http://corp.gree.net/jp/ja/,,
 JASDAQスタンダード ,3633,情報・通信 ,ＧＭＯペパボ,http://pepabo.com/,,
 東証マザーズ ,3634,情報・通信 ,ソケッツ,http://www.sockets.co.jp/,,
 東証一部 ,3635,情報・通信 ,コーエーテクモホールディングス,http://www.koeitecmo.co.jp/,,
 東証一部 ,3636,情報・通信 ,三菱総合研究所,http://www.mri.co.jp/,,
 東証一部 ,3639,情報・通信 ,ボルテージ,http://www.voltage.co.jp/,,
 東証一部 ,3640,情報・通信 ,電算,http://www.ndensan.co.jp/,,
 JASDAQスタンダード ,3641,情報・通信 ,パピレス,http://www.papy.co.jp/,,
 東証マザーズ ,3645,情報・通信 ,日本メディカルネットコミュニケーションズ,http://www.japan-medic.com/,,
 東証マザーズ ,3646,情報・通信 ,駅探,http://ekitan.com/,,
 東証二部 ,3647,情報・通信 ,コネクトホールディングス,http://www.connect-hd.co.jp/,,
 東証一部 ,3648,情報・通信 ,ＡＧＳ,http://www.ags.co.jp/,,
 東証一部 ,3649,情報・通信 ,ファインデックス,http://findex.co.jp/,,
 東証二部 ,3651,情報・通信 ,トライアンフコーポレーション,https://www.uet.jp/,,
 東証マザーズ ,3652,情報・通信 ,ディジタルメディアプロフェッショナル,http://www.dmprof.com/,,
 東証マザーズ ,3653,情報・通信 ,モルフォ,http://www.morphoinc.com/index.php,,
 東証一部 ,3654,情報・通信 ,ヒト・コミュニケ－ションズ,http://www.hitocom.co.jp/,,
 東証一部 ,3655,情報・通信 ,ブレインパッド,http://www.brainpad.co.jp/,,
 東証一部 ,3656,情報・通信 ,ＫＬａｂ,http://www.klab.com/jp/,,
 東証マザーズ ,3657,情報・通信 ,ポールトゥウィン・ピットクルーホールディングス,http://www.poletowin-pitcrew-holdings.co.jp/,,
 東証一部 ,3658,情報・通信 ,イーブックイニシアティブジャパン,http://corp.ebookjapan.jp/,,
 東証一部 ,3659,情報・通信 ,ネクソン,http://www.nexon.co.jp/,,
 東証一部 ,3660,情報・通信 ,アイスタイル,http://www.istyle.co.jp/,,
 東証一部 ,3661,情報・通信 ,エムアップ,http://www.m-up.com/,,
 東証マザーズ ,3662,情報・通信 ,エイチーム,http://www.a-tm.co.jp/,,
 東証二部 ,3663,情報・通信 ,アートスパークホールディングス,http://www.artspark.co.jp/,,
 東証マザーズ ,3664,情報・通信 ,モブキャスト,http://mobcast.co.jp/,,
 東証マザーズ ,3665,情報・通信 ,エニグモ,http://www.enigmo.co.jp/,,
 東証一部 ,3666,情報・通信 ,テクノスジャパン,http://www.tecnos.co.jp/,,
 東証一部 ,3667,情報・通信 ,ｅｎｉｓｈ,http://www.enish.jp/,,
 東証一部 ,3668,情報・通信 ,コロプラ,http://colopl.co.jp/,,
" 東証一部,福証 ",3669,情報・通信 ,モバイルクリエイト,http://www.mcinc.jp/,,
 JASDAQスタンダード ,3670,情報・通信 ,協立情報通信,http://www.kccnet.co.jp/,,
 東証マザーズ ,3671,情報・通信 ,ソフトマックス,http://www.s-max.co.jp/,,
 東証一部 ,3672,情報・通信 ,オルトプラス,http://www.altplus.co.jp/,,
 東証一部 ,3673,情報・通信 ,ブロードリーフ,http://www.broadleaf.co.jp/,,
 東証マザーズ ,3674,情報・通信 ,オークファン,http://aucfan.co.jp/,,
 東証マザーズ ,3675,情報・通信 ,クロス・マーケティンググループ,http://www.cross-m.co.jp/,,
 東証一部 ,3676,情報・通信 ,ハーツユナイテッドグループ,http://www.heartsunitedgroup.co.jp/,,
 JASDAQスタンダード ,3677,情報・通信 ,システム情報,http://www.sysj.co.jp/,,
 東証マザーズ ,3678,情報・通信 ,メディアドゥ,http://www.mediado.jp/,,
 東証マザーズ ,3679,情報・通信 ,じげん,http://zigexn.co.jp/,,
 東証マザーズ ,3680,情報・通信 ,ホットリンク,http://www.hottolink.co.jp/,,
 東証一部 ,3681,情報・通信 ,ブイキューブ,http://jp.vcube.com/,,
 東証マザーズ ,3682,情報・通信 ,エンカレッジ・テクノロジ,http://www.et-x.jp/,,
 東証一部 ,3683,情報・通信 ,サイバーリンクス,http://www.cyber-l.co.jp/,,
 東証マザーズ ,3685,情報・通信 ,みんなのウェディング,http://www.mwed.co.jp/,,
 東証マザーズ ,3686,情報・通信 ,ディー・エル・イー,http://www.dle.jp/,,
 東証マザーズ ,3687,情報・通信 ,フィックスターズ,http://www.fixstars.com/,,
 東証一部 ,3688,情報・通信 ,ＶＯＹＡＧＥ　ＧＲＯＵＰ,http://voyagegroup.com/,,
 東証マザーズ ,3689,情報・通信 ,イグニス,http://1923.co.jp/,,
 東証マザーズ ,3690,情報・通信 ,ロックオン,http://www.lockon.co.jp/,,
 東証マザーズ ,3691,情報・通信 ,リアルワールド,http://realworld.co.jp/,,
 東証マザーズ ,3692,情報・通信 ,ＦＦＲＩ,http://www.ffri.jp/,,
 東証一部 ,3694,情報・通信 ,オプティム,http://www.optim.co.jp/,,
 東証マザーズ ,3695,情報・通信 ,GMOリサーチ,http://www.gmo-research.jp/,,
 東証マザーズ ,3696,情報・通信 ,セレス,http://ceres-inc.jp/,,
 東証マザーズ ,3697,情報・通信 ,ＳＨＩＦＴ,http://www.shiftinc.jp/,,
 東証マザーズ ,3698,情報・通信 ,ＣＲＩ・ミドルウェア,http://www.cri-mw.co.jp/,,
 東証一部 ,3708,パルプ・紙 ,特種東海製紙,http://www.tt-paper.co.jp/,,
 JASDAQスタンダード ,3710,情報・通信 ,ジョルダン,http://www.jorudan.co.jp/,,
 JASDAQスタンダード ,3711,情報・通信 ,創通,http://www.sotsu-co.jp/,,
 東証二部 ,3712,情報・通信 ,情報企画,http://www.jyohokikaku.co.jp/,,
 JASDAQスタンダード ,3719,情報・通信 ,ジェクシード,http://www.gexeed.co.jp/,,
 東証マザーズ ,3723,情報・通信 ,日本ファルコム,http://www.falcom.co.jp/,,
 東証一部 ,3724,情報・通信 ,ベリサーブ,http://www.veriserve.co.jp/,,
 東証二部 ,3726,小売 ,フォーシーズホールディングス,http://www.4cs-holdings.co.jp/,,
 東証マザーズ ,3727,情報・通信 ,アプリックスＩＰホールディングス,http://www.aplix-ip.com/,,
 JASDAQスタンダード ,3733,情報・通信 ,ソフトウェア・サービス,http://www.softs.co.jp/,,
 東証マザーズ ,3734,情報・通信 ,インテア・ホールディングス,http://www.inteahd.co.jp/,,
 東証一部 ,3738,情報・通信 ,ティーガイア,http://www.t-gaia.co.jp/,,
 セントレックス ,3739,情報・通信 ,コムシード,http://www.commseed.co.jp/,,
 JASDAQスタンダード ,3741,情報・通信 ,セック,http://www.sec.co.jp/,,
 東証マザーズ ,3742,情報・通信 ,ＩＴｂｏｏｋ,http://www.itbook.co.jp/,,
 東証二部 ,3744,情報・通信 ,サイオステクノロジー,http://www.sios.com/,,
 東証二部 ,3747,情報・通信 ,インタートレード,http://www.itrade.co.jp/,,
 東証二部 ,3750,情報・通信 ,セブンシーズホールディングス,http://www.sshd.co.jp/index.php,,
 東証一部 ,3751,情報・通信 ,日本アジアグループ,http://www.japanasiagroup.jp/,,
 東証二部 ,3753,情報・通信 ,フライトホールディングス,http://www.flight-hd.co.jp/,,
 JASDAQスタンダード ,3754,情報・通信 ,エキサイト,http://www.excite.co.jp/,,
 東証一部 ,3756,情報・通信 ,豆蔵ホールディングス,http://www.mamezou-hd.com/,,
 JASDAQスタンダード ,3758,情報・通信 ,アエリア,http://www.aeria.jp/,,
 JASDAQスタンダード ,3760,情報・通信 ,ケイブ,http://www.cave.co.jp/,,
 東証一部 ,3762,情報・通信 ,テクマトリックス,http://www.techmatrix.co.jp/,,
 JASDAQスタンダード ,3763,情報・通信 ,プロシップ,http://www.proship.co.jp/,,
 東証一部 ,3765,情報・通信 ,ガンホー・オンライン・エンターテイメント,http://www.gungho.co.jp/,,
 JASDAQスタンダード ,3766,情報・通信 ,システムズ・デザイン,http://www.sdcj.co.jp/,,
 JASDAQスタンダード ,3768,情報・通信 ,リスクモンスター,http://www.riskmonster.co.jp/,,
 東証一部 ,3769,情報・通信 ,ＧＭＯペイメントゲートウェイ,http://www.gmo-pg.com/,,
 東証一部 ,3770,情報・通信 ,ザッパラス,http://www.zappallas.com/,,
 JASDAQスタンダード ,3771,情報・通信 ,システムリサーチ,http://www.sr-net.co.jp/,,
 東証マザーズ ,3772,情報・通信 ,ウェルス・マネジメント,http://www.wealth-mngt.com/,,
 東証マザーズ ,3773,情報・通信 ,アドバンスト・メディア,http://www.advanced-media.co.jp/,,
 東証一部 ,3774,情報・通信 ,インターネットイニシアティブ,http://www.iij.ad.jp/,,
 セントレックス ,3775,情報・通信 ,ガイアックス,http://www.gaiax.co.jp/,,
 JASDAQスタンダード ,3776,情報・通信 ,ブロードバンドタワー,http://www.bbtower.co.jp/,,
 JASDAQグロース ,3777,情報・通信 ,ジオネクスト,http://www.geo-nx.com/,,
 東証一部 ,3778,情報・通信 ,さくらインターネット,http://www.sakura.ad.jp/,,
 JASDAQスタンダード ,3779,情報・通信 ,ジェイ・エスコム　ホールディングス,http://www.j-escom.co.jp/,,
 東証マザーズ ,3782,情報・通信 ,ディー・ディー・エス,http://www.dds.co.jp/,,
 JASDAQスタンダード ,3784,情報・通信 ,ヴィンクス,http://www.vinx.co.jp/,,
 東証マザーズ ,3785,情報・通信 ,エイティング,http://www.8ing.net/,,
 東証マザーズ ,3787,情報・通信 ,テクノマセマティカル,http://www.tmath.co.jp/,,
 東証一部 ,3788,情報・通信 ,ＧＭＯクラウド,http://ir.gmocloud.com/,,
 JASDAQスタンダード ,3791,情報・通信 ,ＩＧポート,http://www.igport.co.jp/,,
 東証マザーズ ,3793,情報・通信 ,ドリコム,http://www.drecom.co.jp/,,
 東証二部 ,3794,情報・通信 ,エヌ・デーソフトウェア,http://www.ndsoft.jp/,,
 東証マザーズ ,3796,情報・通信 ,いい生活,http://www.e-seikatsu.info/,,
 JASDAQスタンダード ,3798,情報・通信 ,ＵＬＳグループ,http://www.ulsgroup.co.jp/,,
 東証二部 ,3799,情報・通信 ,キーウェアソリューションズ,http://www.keyware.co.jp/,,
 JASDAQスタンダード ,3800,情報・通信 ,ビーエスピー,http://www.bsp.jp/,,
 アンビシャス ,3802,サービス ,エコミック,http://www.ecomic.jp/,,
 JASDAQグロース ,3803,情報・通信 ,イメージ情報開発,http://www.image-inf.co.jp/,,
 JASDAQスタンダード ,3804,情報・通信 ,システム　ディ,http://www.systemd.co.jp/,,
 JASDAQグロース ,3807,情報・通信 ,フィスコ,http://www.fisco.co.jp/,,
 セントレックス ,3808,情報・通信 ,オウケイウェイヴ,http://www.okwave.co.jp/,,
 東証マザーズ ,3810,情報・通信 ,サイバーステップ,http://www.cyberstep.com/,,
 東証一部 ,3811,情報・通信 ,ビットアイル,http://www.bit-isle.jp/,,
 JASDAQグロース ,3814,情報・通信 ,アルファクス・フード・システム,http://www.afs.co.jp/,,
 東証マザーズ ,3815,情報・通信 ,メディア工房,http://www.mkb.ne.jp/,,
 JASDAQスタンダード ,3816,情報・通信 ,大和コンピューター,http://www.daiwa-computer.co.jp/jp/,,
 東証一部 ,3817,情報・通信 ,ＳＲＡホールディングス,http://www.sra-hd.co.jp/,,
 東証二部 ,3822,情報・通信 ,Ｍｉｎｏｒｉソリューションズ,http://minori-sol.jp/,,
 東証マザーズ ,3823,情報・通信 ,アクロディア,http://www.acrodea.co.jp/,,
 Q-Board ,3824,情報・通信 ,メディアファイブ,http://www.media5.co.jp/,,
 東証マザーズ ,3825,情報・通信 ,リミックスポイント,http://www.remixpoint.co.jp/,,
 東証一部 ,3826,情報・通信 ,システムインテグレータ,http://www.sint.co.jp/,,
 東証二部 ,3828,情報・通信 ,ニフティ,http://www.nifty.co.jp/,,
 セントレックス ,3830,情報・通信 ,ギガプライズ,http://www.gigaprize.co.jp/,,
 JASDAQグロース ,3832,情報・通信 ,Ｔ＆Ｃホールディングス,http://www.tandch.com/,,
 東証一部 ,3834,情報・通信 ,朝日ネット,http://asahi-net.jp/,,
 JASDAQスタンダード ,3835,情報・通信 ,ｅＢＡＳＥ,http://www.ebase.co.jp/,,
 JASDAQグロース ,3836,情報・通信 ,アバント,https://www.avantcorp.com/,,
 JASDAQスタンダード ,3837,情報・通信 ,アドソル日進,http://www.adniss.jp/,,
 JASDAQスタンダード ,3839,情報・通信 ,ＯＤＫソリューションズ,http://www.odk.co.jp/,,
 東証マザーズ ,3840,情報・通信 ,パス,http://www.pathway.co.jp/,,
 JASDAQスタンダード ,3841,情報・通信 ,ジーダット,http://www.jedat.co.jp/,,
 JASDAQグロース ,3842,情報・通信 ,ネクストジェン,http://www.nextgen.co.jp/,,
